"efo_id","disease_full_name","number_of_associations"
"MONDO_0019191","IgG4-related dacryoadenitis and sialadenitis",6
"EFO_1000682","conjunctival pigmentation",2
"Orphanet_98615","Pigmented conjunctival lesion",133
"MONDO_0003453","conjunctival intraepithelial neoplasm",2
"EFO_0000678","pterygium",295
"Orphanet_98611","Conjunctival vascular anomaly",2384
"MONDO_0000949","conjunctival degeneration",11
"MONDO_0007354","coloboma of optic nerve (disease)",5
"MONDO_0002708","retinitis",119
"Orphanet_75377","Central areolar choroidal dystrophy",18
"Orphanet_227786","Familial flecked retinopathy",231
"Orphanet_41751","Bietti crystalline dystrophy",38
"Orphanet_314632","Parkinsonism due to ATP13A2 deficiency",55
"Orphanet_228343","CLN4B disease",29
"EFO_0009135","leigh syndrome due to mitochondrial complex iv deficiency",30
"Orphanet_90324","Cockayne syndrome type 3",31
"Orphanet_1574","Retinal degeneration - nanophthalmos - glaucoma",1
"Orphanet_75373","Progressive bifocal chorioretinal atrophy",15
"MONDO_0004037","retinal edema",205
"Orphanet_209943","IRVAN syndrome",0
"Orphanet_397618","Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome",5
"MONDO_0004338","retinal cell cancer",1240
"EFO_1000977","hypertensive retinopathy",137
"EFO_1001990","ocular motility disease",352
"MONDO_0004897","hypotropia",2
"Orphanet_98990","Coralliform cataract",308
"Orphanet_98987","Cataract, Hutterite type",250
"Orphanet_330054","Congenital cataract - progressive muscular hypotonia - hearing loss - developmental delay",49
"Orphanet_3103","Roberts syndrome",60
"Orphanet_177","Rhizomelic chondrodysplasia punctata",183
"Orphanet_1493","Vici syndrome",25
"Orphanet_1259","Blepharoptosis - myopia - ectopia lentis",11
"Orphanet_98671","Optic neuropathy",2794
"Orphanet_99013","Autosomal recessive spastic paraplegia type 7",23
"Orphanet_280234","Null syndrome",1
"Orphanet_254930","Combined oxidative phosphorylation defect type 7",3
"EFO_0004235","exfoliation syndrome",216
"Orphanet_709","Peters plus syndrome",12
"Orphanet_99741","King-Denborough syndrome",53
"Orphanet_98634","Iridogoniodysgenesis",468
"Orphanet_33445","Neuroectodermal melanolysosomal disease",1
"Orphanet_98706","Oculocutaneous or ocular albinism",1058
"Orphanet_284811","Syndromic oculocutaneous albinism",940
"MONDO_0040653","autosomal recessive ocular albinism",41
"Orphanet_28378","Tyrosinemia type 2",9
"Orphanet_225","Maternally-inherited diabetes and deafness",119
"Orphanet_644","NARP syndrome",220
"Orphanet_255235","Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",138
"Orphanet_1186","Infantile onset spinocerebellar ataxia",12
"Orphanet_2072","Gaucher disease - ophthalmoplegia - cardiovascular calcification",14
"Orphanet_796","Sandhoff disease",36
"Orphanet_98610","Rare conjunctival disease",2769
"MONDO_0000763","epithelial and subepithelial corneal dystrophy",153
"Orphanet_98964","Lattice corneal dystrophy type I",11
"Orphanet_98967","Schnyder corneal dystrophy",357
"Orphanet_79271","Sanfilippo syndrome type C",23
"Orphanet_58","Alexander disease",203
"Orphanet_93260","Pfeiffer syndrome type 3",1
"Orphanet_98693","Spinocerebellar ataxia with oculomotor anomaly",3001
"EFO_0009060","Spinocerebellar ataxia type 43",313
"EFO_0009056","Spinocerebellar ataxia type 38",14
"Orphanet_352403","Spectrin-associated autosomal recessive cerebellar ataxia",8
"Orphanet_251347","Ataxia-telangiectasia-like disorder",362
"Orphanet_404499","Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to KIAA0226 deficiency",14
"EFO_0010248","spinocerebellar ataxia, autosomal recessive, 27",86
"Orphanet_314603","Autosomal recessive spastic ataxia with leukoencephalopathy",16
"Orphanet_98694","Spinocerebellar degenerescence and spastic paraparesis with an oculomotor anomaly",179
"Orphanet_98688","Oculomotor apraxia or related oculomotor disease",1376
"HP_0020046","Accommodative esotropia",1
"MONDO_0001744","angle-closure glaucoma",197
"MONDO_0001515","corneal degeneration",8
"EFO_0007126","Acanthamoeba keratitis",12
"EFO_0010723","ocular sarcoidosis",13
"HP_0031760","Non-accomodative esotropia",3
"MONDO_0043885","eye infectious disease",334
"MONDO_0001718","scleritis (disease)",130
"MONDO_0001524","globe disease",264
"MONDO_0000062","isolated microphthalmia",763
"MONDO_0000170","microphthalmia, isolated, with coloboma",647
"EFO_1000446","Pancreatoblastoma",38
"EFO_0000549","insulinoma",617
"EFO_1000897","diabetic ketoacidosis",517
"Orphanet_508","Leprechaunism",202
"EFO_0001359","type I diabetes mellitus",3147
"MONDO_0002177","hyperinsulinism (disease)",929
"Orphanet_309111","Combined pancreatic lipase-colipase deficiency",7
"Orphanet_307967","Punctate palmoplantar keratoderma",135
"Orphanet_79395","Keratoderma hereditarium mutilans with ichthyosis",34
"Orphanet_402003","Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering",112
"Orphanet_384","Palmoplantar keratoderma-sclerodactyly syndrome",110
"Orphanet_307804","Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature",207
"Orphanet_98357","Autosomal recessive disease with focal palmoplantar keratoderma as a major feature",50
"MONDO_0002102","cheilitis",140
"EFO_1001019","lip cancer",23
"MONDO_0021496","benign neoplasm of lip",0
"MONDO_0019278","hair anomaly",2286
"Orphanet_91132","Ichthyosis-hypotrichosis syndrome",58
"HP_0004552","Scarring alopecia of scalp",2
"Orphanet_86819","Atrichia with papular lesions",79
"MONDO_0018558","syndrome with woolly hair",29
"Orphanet_3361","Trichodysplasia - xeroderma",18
"EFO_0000701","skin disease",12475
"EFO_0007294","hand, foot and mouth disease",93
"MONDO_0004389","mite infestation",103
"EFO_0005046","cutaneous Leishmaniasis",284
"EFO_0007511","tinea favosa",2
"EFO_1000771","subcorneal pustular dermatosis",6
"MONDO_0011959","sweet syndrome",9
"MONDO_0011024","dermatitis herpetiformis, familial",18
"EFO_0008605","IgG/IgA pemphigus",1
"EFO_1000680","mucous membrane pemphigoid",1344
"Orphanet_79402","Generalized junctional epidermolysis bullosa, non-Herlitz type",13
"MONDO_0033948","acquired angioedema with C1Inh deficiency",0
"MONDO_0027767","partial lipodystrophy",965
"MONDO_0026045","prurigo nodularis",41
"EFO_1001777","chloracne",12
"EFO_1000706","hand dermatosis",7
"EFO_1000748","pelvic lipomatosis",1
"Orphanet_1811","Odontomicronychial dysplasia",1
"Orphanet_79500","DOORS syndrome",8
"Orphanet_1807","Focal facial dermal dysplasia type III",18
"Orphanet_952","Acrofacial dysostosis, Weyers type",12
"Orphanet_2561","Ackerman syndrome",47
"MONDO_0008597","trichorhinophalangeal syndrome, type III",26
"Orphanet_281222","Autosomal ichthyosis syndrome with prominent hair abnormalities",362
"Orphanet_59303","Ichthyosis - hypotrichosis - sclerosing cholangitis",40
"Orphanet_100976","Bathing suit ichthyosis",81
"Orphanet_357225","Primary non-essential cutis verticis gyrata",0
"Orphanet_64754","Nevus comedonicus syndrome",9
"EFO_0009385","familial tumoral calcinosis",62
"MONDO_0010895","ABCD syndrome",15
"Orphanet_302","Epidermodysplasia verruciformis",95
"Orphanet_300359","PLCG2-associated antibody deficiency and immune dysregulation",25
"EFO_1000772","sweat gland disease",740
"EFO_1000712","hypohidrosis",34
"EFO_1001204","sweat gland neoplasm",332
"MONDO_0044785","desmoplastic melanoma",41
"EFO_1000492","Primary Intraosseous Squamous Cell Carcinoma",4
"EFO_1000120","Benign Skin Appendage Neoplasm",2
"EFO_0000625","nevus",1099
"EFO_1000662","acneiform dermatitis",9
"MONDO_0018798","other genetic dermis disorder",442
"EFO_1000076","Adrenal Medullary Hyperplasia",5
"MONDO_0021074","precancerous condition",2819
"Orphanet_329971","Generalized juvenile polyposis/juvenile polyposis coli",9
"Orphanet_79076","Juvenile polyposis of infancy",9
"EFO_0000662","polyp",2442
"Orphanet_615","Familial atrial myxoma",7
"Orphanet_99361","Familial medullary thyroid carcinoma",29
"MONDO_0023113","familial colorectal cancer",285
"MONDO_0013196","colorectal cancer, hereditary nonpolyposis, type 8",1
"MONDO_0002848","skeletal muscle neoplasm",1110
"MONDO_0017386","pleomorphic rhabdomyosarcoma",37
"MONDO_0002580","orbit rhabdomyosarcoma",0
"Orphanet_140436","Primary intraosseous vascular malformation",22
"MONDO_0016718","choroid plexus carcinoma",36
"MONDO_0003354","heart sarcoma",7
"EFO_1000288","Head and Neck Paraganglioma",33
"EFO_0000239","adrenal gland pheochromocytoma",844
"MONDO_0019404","perineurioma",6
"EFO_1000159","Cerebellar Liponeurocytoma",3
"EFO_0005699","desmoplastic medulloblastoma",29
"MONDO_0016717","choroid plexus neoplasm",80
"EFO_1000979","hypothalamic neoplasm",1035
"EFO_0002500","anaplastic oligoastrocytoma",88
"MONDO_0016691","pilocytic astrocytoma",28
"MONDO_0021637","low grade glioma",1558
"EFO_0000632","oligodendroglioma",2052
"EFO_0002501","anaplastic oligodendroglioma",396
"EFO_1000376","Microcystic Meningioma",7
"MONDO_0016749","tumor of cranial and spinal nerves",698
"MONDO_0041447","metastatic malignant neoplasm in the colon",0
"EFO_1000301","Inclusion Body Fibromatosis",5
"EFO_0002424","fibroma",743
"MONDO_0003342","benign perivascular tumor",113
"EFO_1000289","Hemangiopericytic Neoplasm",14
"EFO_1000220","Disseminated Peritoneal Leiomyomatosis",55
"MONDO_0036688","rhabdomyoma",19
"MONDO_0004483","thyroid gland oncocytic adenoma",0
"EFO_1000089","Appendix Adenoma",4
"MONDO_0021303","adenoma of small intestine",13
"EFO_1000123","Bile Duct Adenoma",32
"EFO_1000148","Calcifying Fibrous Tumor",35
"EFO_1000322","Liver Cavernous Hemangioma",3
"EFO_0007834","liver dysplastic nodule",3
"EFO_1000798","adrenal rest tumor",0
"MONDO_0003111","gastric neuroendocrine neoplasm",67
"MONDO_0002120","neuroendocrine carcinoma",3998
"EFO_1001971","thyroid gland sarcoma",2
"EFO_1001083","papillary follicular thyroid adenocarcinoma",34
"EFO_1000595","Thyroid Gland Undifferentiated (Anaplastic) Carcinoma",548
"MONDO_0021360","tumor of parathyroid gland",635
"EFO_1001256","ACTH Syndrome, Ectopic",5
"MONDO_0008903","lung cancer",7367
"MONDO_0023726","mediastinal yolk sac tumor",0
"EFO_1000124","Biphasic Mesothelioma",117
"MONDO_0002355","glottis carcinoma",11
"EFO_1000227","Dysplasia of Larynx",5
"EFO_0000595","monophasic synovial sarcoma",41
"MONDO_0002927","spindle cell sarcoma",102
"EFO_0000588","mesothelioma",1161
"MONDO_0002720","sella turcica neoplasm",1081
"EFO_0000333","chondrosarcoma",624
"MONDO_0002628","peripheral osteosarcoma",10
"EFO_0009913","ossifying fibroma of the jaw",6
"EFO_1000088","Appendix Adenocarcinoma",110
"MONDO_0018330","mucinous adenocarcinoma of the appendix",5
"EFO_1000020","cecum adenocarcinoma",698
"EFO_0000504","gastric intestinal type adenocarcinoma",544
"MONDO_0021652","diffuse type adenocarcinoma",426
"EFO_0004986","embryonal carcinoma",536
"MONDO_0005232","large cell carcinoma",995
"EFO_0002916","esophageal carcinoma",3834
"MONDO_0021335","carcinoma of duodenum",446
"EFO_1000998","jejunal cancer",5
"EFO_0008502","gastric non-cardia carcinoma",281
"MONDO_0024276","glandular cell neoplasm",10638
"MONDO_0037003","malignant phyllodes tumor",26
"MONDO_0017166","rare tumor of salivary glands",97
"EFO_1001853","submandibular gland neoplasm",18
"EFO_0003967","vascular sarcoma",920
"EFO_0005561","histiocytoma",458
"MONDO_0020633","anaplastic cancer",917
"EFO_1001404","Postpericardiotomy Syndrome",14
"EFO_0009482","drug allergy",353
"EFO_0009459","ACPA-positive rheumatoid arthritis",12
"MONDO_0016663","overlapping connective tissue disease",145
"EFO_1000821","arthus reaction",48
"Orphanet_183770","Rare genetic immune disease",6097
"Orphanet_101972","Combined T and B cell immunodeficiency",3408
"Orphanet_331217","Other immunodeficiency syndrome due to defects in adaptive immunity",2837
"Orphanet_51","Aicardi-Goutières syndrome",510
"Orphanet_183681","Functional neutrophil defect",1282
"MONDO_0014206","severe early-onset pulmonary alveolar proteinosis due to MARS deficiency",7
"Orphanet_2615","Nakajo-Nishimura syndrome",8
"MONDO_0020637","mendelian susceptibility to mycobacterial diseases due to a partial deficiency",875
"MONDO_0000070","mycobacterium tuberculosis, susceptibility",0
"Orphanet_169150","Immunodeficiency due to a late component of complements deficiency",332
"EFO_0007949","acute-on-chronic liver failure",94
"Orphanet_264580","Glycogen storage disease due to liver phosphorylase kinase deficiency",501
"MONDO_0054743","polycystic liver disease 3 with or without kidney cysts",12
"MONDO_0004790","fatty liver disease",1765
"Orphanet_226292","Permanent congenital hypothyroidism",709
"Orphanet_97927","Peripheral resistance to thyroid hormones",88
"EFO_1000916","endemic goiter",127
"Orphanet_181402","Syndrome with hypoparathyroidism",945
"Orphanet_93324","Autosomal recessive Kenny-Caffey syndrome",122
"Orphanet_93372","Familial hypocalciuric hypercalcemia type 1",36
"Orphanet_413","Hyperlipoproteinemia type 4",208
"Orphanet_96184","Maternal uniparental disomy of chromosome 14",2
"Orphanet_261222","Distal 16p11.2 microdeletion syndrome",0
"Orphanet_93925","Alobar holoprosencephaly",7
"MONDO_0100070","neuroendocrine disease",2071
"EFO_0004229","Dupuytren Contracture",138
"Orphanet_98495","Genetic neuromuscular junction disease",1118
"Orphanet_98912","Late-onset distal myopathy, Markesbery-Griggs type",36
"MONDO_0018779","hypercontractile muscle stiffness syndrome",211
"Orphanet_97245","Congenital myopathy",1608
"Orphanet_171436","Typical nemaline myopathy",2
"Orphanet_614","Thomsen and Becker disease",79
"Orphanet_79240","Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency",231
"Orphanet_368","Glycogen storage disease due to muscle glycogen phosphorylase deficiency",27
"Orphanet_79102","Thyrotoxic periodic paralysis",44
"Orphanet_228305","Carnitine palmitoyl transferase II deficiency, severe infantile form",66
"Orphanet_165","Neutral lipid storage disease",417
"Orphanet_612","Potassium-aggravated myotonia",254
"Orphanet_62","Autosomal recessive limb-girdle muscular dystrophy type 2D",155
"Orphanet_34514","Autosomal recessive limb-girdle muscular dystrophy type 2G",107
"Orphanet_97244","Rigid spine syndrome",83
"MONDO_0000172","muscular dystrophy-dystroglycanopathy, type B",195
"MONDO_0011688","muscular dystrophy-dystroglycanopathy type B5",195
"Orphanet_207012","Spinal muscular atrophy associated with central nervous system anomaly",362
"Orphanet_228374","Severe early-onset axonal neuropathy due to NEFL deficiency",0
"Orphanet_369867","Autosomal recessive intermediate Charcot-Marie-Tooth disease type C",112
"Orphanet_99943","Autosomal dominant Charcot-Marie-Tooth disease type 2J",76
"Orphanet_300319","Autosomal dominant Charcot-Marie-Tooth disease type 2P",82
"Orphanet_209033","Qualitative or quantitative defects of protein O-mannosyltransferase 2",249
"Orphanet_209027","Qualitative or quantitative defects of protein glycosyltransferase-like",0
"HP_0003756","Skeletal myopathy",71
"Orphanet_1154","Arthrogryposis with oculomotor limitation and electroretinal anomalies",91
"MONDO_0012804","hypertrophic cardiomyopathy 12",21
"Orphanet_369913","Combined oxidative phosphorylation defect type 17",61
"Orphanet_217581","Lysosomal disease with hypertrophic cardiomyopathy",300
"MONDO_0000468","third-degree atrioventricular block",23
"EFO_0009666","enthesopathy",249
"MONDO_0024419","enthesitis",48
"Orphanet_2947","Triphalangeal thumbs - brachyectrodactyly",7
"Orphanet_3328","Absent tibia - polydactyly - arachnoid cyst",2
"Orphanet_363417","Temtamy preaxial brachydactyly syndrome",83
"Orphanet_1131","X-linked mandibulofacial dysostosis",14
"Orphanet_93397","Brachydactyly type A7",0
"Orphanet_2749","Oromandibular-limb hypogenesis syndrome",4
"Orphanet_295081","Fibular hemimelia, unilateral",0
"Orphanet_295083","Fibular hemimelia, bilateral",0
"Orphanet_295075","Ulnar hemimelia, unilateral",0
"Orphanet_295099","Congenital absence of both lower leg and foot, bilateral",0
"Orphanet_294994","Split foot",17
"Orphanet_295219","Radio-ulnar synostosis, bilateral",0
"Orphanet_2329","Karsch-Neugebauer syndrome",7
"Orphanet_2879","Phocomelia, Schinzel type",12
"Orphanet_295018","Congenital pseudoarthrosis of the tibia",3
"MONDO_0000722","non-syndromic synpolydactyly",126
"Orphanet_295004","Central polydactyly of fingers",3
"Orphanet_295146","Polydactyly of a biphalangeal thumb, bilateral",0
"Orphanet_295189","Zygodactyly type 2",0
"HP_0010554","Cutaneous finger syndactyly",2
"Orphanet_93404","Syndactyly type 3",54
"Orphanet_295140","Hyperphalangy, unilateral",0
